,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
46191,2023-06-20,Ethiopia,Malawi,0.0,0.0,African Cup of Nations qualification,Maputo,Mozambique,True
46192,2023-06-20,Sudan,Mauritania,0.0,3.0,African Cup of Nations qualification,Agadir,Morocco,True
46193,2023-06-21,Kuwait,Nepal,3.0,1.0,SAFF Cup,Bengaluru,India,True
46194,2023-06-21,India,Pakistan,4.0,0.0,SAFF Cup,Bengaluru,India,False
46195,2023-06-22,Lebanon,Bangladesh,2.0,0.0,SAFF Cup,Bengaluru,India,True
46196,2023-06-22,Maldives,Bhutan,2.0,0.0,SAFF Cup,Bengaluru,India,True
46197,2023-06-24,Pakistan,Kuwait,0.0,4.0,SAFF Cup,Bengaluru,India,True
46198,2023-06-24,India,Nepal,2.0,0.0,SAFF Cup,Bengaluru,India,False
46199,2023-06-24,United States,Jamaica,1.0,1.0,Gold Cup,Chicago,United States,False
46200,2023-06-25,Bangladesh,Maldives,3.0,1.0,SAFF Cup,Bengaluru,India,True
46201,2023-06-25,Bhutan,Lebanon,1.0,4.0,SAFF Cup,Bengaluru,India,True
46202,2023-06-25,Trinidad and Tobago,Saint Kitts and Nevis,3.0,0.0,Gold Cup,Fort Lauderdale,United States,True
46203,2023-06-25,Haiti,Qatar,2.0,1.0,Gold Cup,Houston,United States,True
46204,2023-06-25,Mexico,Honduras,4.0,0.0,Gold Cup,Houston,United States,True
46205,2023-06-26,El Salvador,Martinique,1.0,2.0,Gold Cup,Fort Lauderdale,United States,True
46206,2023-06-26,Costa Rica,Panama,1.0,2.0,Gold Cup,Fort Lauderdale,United States,True
46207,2023-06-27,Nepal,Pakistan,1.0,0.0,SAFF Cup,Bengaluru,India,True
46208,2023-06-27,India,Kuwait,1.0,1.0,SAFF Cup,Bengaluru,India,False
46209,2023-06-27,Canada,Guadeloupe,2.0,2.0,Gold Cup,Toronto,Canada,False
46210,2023-06-27,Guatemala,Cuba,1.0,0.0,Gold Cup,Fort Lauderdale,United States,True
46211,2023-06-28,Lebanon,Maldives,1.0,0.0,SAFF Cup,Bengaluru,India,True
46212,2023-06-28,Bhutan,Bangladesh,1.0,3.0,SAFF Cup,Bengaluru,India,True
46213,2023-06-28,Jamaica,Trinidad and Tobago,4.0,1.0,Gold Cup,St. Louis,United States,True
46214,2023-06-28,United States,Saint Kitts and Nevis,6.0,0.0,Gold Cup,St. Louis,United States,False
46215,2023-06-29,Qatar,Honduras,1.0,1.0,Gold Cup,Glendale,United States,True
46216,2023-06-29,Haiti,Mexico,1.0,3.0,Gold Cup,Glendale,United States,True
46217,2023-06-30,Székely Land,Chameria,3.0,2.0,CONIFA World Football Cup qualification,Miercurea Ciuc,Hungary,False
46218,2023-06-30,Martinique,Panama,1.0,2.0,Gold Cup,Harrison,United States,True
46219,2023-06-30,El Salvador,Costa Rica,0.0,0.0,Gold Cup,Harrison,United States,True
46220,2023-07-01,Chameria,Two Sicilies,3.0,1.0,CONIFA World Football Cup qualification,Miercurea Ciuc,Hungary,True
46221,2023-07-01,India,Lebanon,0.0,0.0,SAFF Cup,Bengaluru,India,False
46222,2023-07-01,Kuwait,Bangladesh,1.0,0.0,SAFF Cup,Bengaluru,India,True
46223,2023-07-01,Cuba,Guadeloupe,1.0,4.0,Gold Cup,Houston,United States,True
46224,2023-07-01,Guatemala,Canada,0.0,0.0,Gold Cup,Houston,United States,True
46225,2023-07-02,Székely Land,Two Sicilies,7.0,0.0,CONIFA World Football Cup qualification,Miercurea Ciuc,Hungary,False
46226,2023-07-02,United States,Trinidad and Tobago,6.0,0.0,Gold Cup,Charlotte,United States,False
46227,2023-07-02,Jamaica,Saint Kitts and Nevis,5.0,0.0,Gold Cup,Santa Clara,United States,True
46228,2023-07-02,Honduras,Haiti,2.0,1.0,Gold Cup,Charlotte,United States,True
46229,2023-07-02,Mexico,Qatar,0.0,1.0,Gold Cup,Santa Clara,United States,True
46230,2023-07-04,India,Kuwait,1.0,1.0,SAFF Cup,Bengaluru,India,False
46231,2023-07-04,Costa Rica,Martinique,6.0,4.0,Gold Cup,Harrison,United States,True
46232,2023-07-04,Panama,El Salvador,2.0,2.0,Gold Cup,Houston,United States,True
46233,2023-07-04,Guadeloupe,Guatemala,2.0,3.0,Gold Cup,Harrison,United States,True
46234,2023-07-04,Canada,Cuba,4.0,2.0,Gold Cup,Houston,United States,True
46235,2023-07-05,Eswatini,Botswana,0.0,1.0,COSAFA Cup,Durban,South Africa,True
46236,2023-07-05,South Africa,Namibia,1.0,1.0,COSAFA Cup,Durban,South Africa,False
46237,2023-07-06,Seychelles,Comoros,0.0,3.0,COSAFA Cup,Durban,South Africa,True
46238,2023-07-06,Zambia,Malawi,0.0,1.0,COSAFA Cup,Durban,South Africa,True
46239,2023-07-07,Mauritius,Lesotho,0.0,2.0,COSAFA Cup,Durban,South Africa,True
46240,2023-07-07,Mozambique,Angola,1.0,1.0,COSAFA Cup,Durban,South Africa,True
46241,2023-07-08,Panama,Qatar,4.0,0.0,Gold Cup,Arlington,United States,True
46242,2023-07-08,Mexico,Costa Rica,2.0,0.0,Gold Cup,Arlington,United States,True
46243,2023-07-08,South Africa,Botswana,2.0,1.0,COSAFA Cup,Durban,South Africa,False
46244,2023-07-08,Namibia,Eswatini,1.0,2.0,COSAFA Cup,Durban,South Africa,True
46245,2023-07-09,Guatemala,Jamaica,0.0,1.0,Gold Cup,Cincinnati,United States,True
46246,2023-07-09,United States,Canada,2.0,2.0,Gold Cup,Cincinnati,United States,False
46247,2023-07-09,Åland Islands,Isle of Wight,0.0,2.0,Island Games,Saint Sampson,Guernsey,True
46248,2023-07-09,Guernsey,Western Isles,1.0,0.0,Island Games,Saint Sampson,Guernsey,False
46249,2023-07-09,Isle of Man,Falkland Islands,3.0,0.0,Island Games,Saint Martin,Guernsey,True
46250,2023-07-09,Ynys Môn,Shetland,2.0,0.0,Island Games,Saint Sampson,Guernsey,True
46251,2023-07-09,Orkney,Greenland,2.0,2.0,Island Games,Saint Martin,Guernsey,True
46252,2023-07-09,Jersey,Gozo,1.0,0.0,Island Games,Saint Sampson,Guernsey,True
46253,2023-07-09,Menorca,Saint Helena,5.0,0.0,Island Games,Saint Sampson,Guernsey,True
46254,2023-07-09,Zambia,Comoros,2.0,1.0,COSAFA Cup,Durban,South Africa,True
46255,2023-07-09,Malawi,Seychelles,2.0,0.0,COSAFA Cup,Durban,South Africa,True
46256,2023-07-10,Western Isles,Isle of Wight,0.0,1.0,Island Games,Saint Martin,Guernsey,True
46257,2023-07-10,Guernsey,Åland Islands,4.0,1.0,Island Games,Saint Sampson,Guernsey,False
46258,2023-07-10,Falkland Islands,Ynys Môn,1.0,5.0,Island Games,Saint Sampson,Guernsey,True
46259,2023-07-10,Shetland,Isle of Man,3.0,2.0,Island Games,Saint Sampson,Guernsey,True
46260,2023-07-10,Greenland,Frøya,2.0,0.0,Island Games,Saint Sampson,Guernsey,True
46261,2023-07-10,Gozo,Saint Helena,3.0,0.0,Island Games,Saint Sampson,Guernsey,True
46262,2023-07-10,Jersey,Menorca,4.0,0.0,Island Games,Saint Sampson,Guernsey,True
46263,2023-07-10,Angola,Mauritius,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True
46264,2023-07-10,Mozambique,Lesotho,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True
46265,2023-07-11,Guernsey,Isle of Wight,1.0,2.0,Island Games,Saint Sampson,Guernsey,False
46266,2023-07-11,Åland Islands,Western Isles,0.0,2.0,Island Games,Saint Sampson,Guernsey,True
46267,2023-07-11,Falkland Islands,Shetland,1.0,4.0,Island Games,Saint Sampson,Guernsey,True
46268,2023-07-11,Isle of Man,Ynys Môn,1.0,2.0,Island Games,Saint Martin,Guernsey,True
46269,2023-07-11,Frøya,Orkney,2.0,3.0,Island Games,St. Peter Port,Guernsey,True
46270,2023-07-11,Menorca,Gozo,0.0,1.0,Island Games,Saint Martin,Guernsey,True
46271,2023-07-11,Saint Helena,Jersey,0.0,5.0,Island Games,Saint Sampson,Guernsey,True
46272,2023-07-11,Namibia,Botswana,0.0,0.0,COSAFA Cup,Durban,South Africa,True
46273,2023-07-11,South Africa,Eswatini,2.0,1.0,COSAFA Cup,KwaMashu,South Africa,False
46274,2023-07-11,Malawi,Comoros,2.0,0.0,COSAFA Cup,Durban,South Africa,True
46275,2023-07-11,Seychelles,Zambia,2.0,4.0,COSAFA Cup,KwaMashu,South Africa,True
46276,2023-07-12,United States,Panama,1.0,1.0,Gold Cup,San Diego,United States,False
46277,2023-07-12,Jamaica,Mexico,0.0,3.0,Gold Cup,Paradise,United States,True
46278,2023-07-12,Angola,Lesotho,4.0,2.0,COSAFA Cup,Durban,South Africa,True
46279,2023-07-12,Mauritius,Mozambique,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True
46280,2023-07-13,Frøya,Saint Helena,4.0,2.0,Island Games,Saint Martin,Guernsey,True
46281,2023-07-13,Åland Islands,Falkland Islands,1.0,1.0,Island Games,Saint Sampson,Guernsey,True
46282,2023-07-13,Western Isles,Menorca,2.0,1.0,Island Games,Saint Sampson,Guernsey,True
46283,2023-07-13,Orkney,Isle of Man,0.0,1.0,Island Games,Saint Sampson,Guernsey,True
46284,2023-07-13,Shetland,Greenland,5.0,1.0,Island Games,Saint Sampson,Guernsey,True
46285,2023-07-13,Guernsey,Gozo,1.0,0.0,Island Games,Saint Martin,Guernsey,False
46286,2023-07-13,Isle of Wight,Jersey,2.0,3.0,Island Games,Saint Sampson,Guernsey,True
46287,2023-07-14,Ynys Môn,Jersey,2.0,5.0,Island Games,St. Peter Port,Guernsey,True
46288,2023-07-14,Malawi,Lesotho,1.0,1.0,COSAFA Cup,Durban,South Africa,True
46289,2023-07-14,South Africa,Zambia,1.0,2.0,COSAFA Cup,Durban,South Africa,False
46290,2023-07-16,Kernow,Sápmi,2.0,1.0,CONIFA World Football Cup qualification,Falmouth,England,False
46291,2023-07-16,Mexico,Panama,1.0,0.0,Gold Cup,Inglewood,United States,True
46292,2023-07-16,South Africa,Malawi,0.0,0.0,COSAFA Cup,Durban,South Africa,False
46293,2023-07-16,Lesotho,Zambia,0.0,1.0,COSAFA Cup,Durban,South Africa,True
46294,2023-08-02,Ethiopia,Guyana,2.0,0.0,Friendly,Leesburg,United States,True
46295,2023-08-04,Tamil Eelam,Hmong,3.0,0.0,CONIFA Asia Cup,Alcochete,Portugal,True
46296,2023-08-05,Hmong,Tibet,5.0,4.0,CONIFA Asia Cup,Alcochete,Portugal,True
46297,2023-08-06,Tibet,Tamil Eelam,1.0,3.0,CONIFA Asia Cup,Alcochete,Portugal,True
46298,2023-08-06,Raetia,Canton Ticino,5.0,1.0,Friendly,Domat/Ems,Switzerland,False
46299,2023-08-08,Tamil Eelam,Hmong,3.0,1.0,CONIFA Asia Cup,Alcochete,Portugal,True
46300,2023-08-24,Comoros,Mayotte,0.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,True
46301,2023-08-24,Madagascar,Seychelles,1.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,False
